emotion,pitch,intensity,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
02,1801.5477,0.0020796657,-679.65686,62.071774,-8.461225,2.5809357,4.202794,-11.273902,-22.043978,-11.232704,-0.37836918,1.8081422,-10.190519,-3.7769558,-3.3125088
02,1811.3773,0.0010631384,-698.5696,52.516808,-9.740992,11.873466,4.272354,-11.441927,-14.926325,-9.880668,-0.09415318,-1.6417104,-5.088742,-3.0375335,-6.4083486
02,1847.2234,0.0010282067,-708.6624,52.639084,-5.3044457,9.089781,1.91768,-9.41009,-13.678143,-9.7122135,-0.07851242,-1.2277015,-5.2075047,-6.14859,-5.5092726
02,1806.2708,0.0015995499,-707.62787,55.94562,1.2488139,0.69856066,0.6405374,-9.203818,-18.465292,-15.622073,-4.4644227,-1.1341052,-9.300658,-7.2909713,-8.039702
02,1480.6115,0.0010975719,-729.11633,62.318695,0.21002078,2.42549,0.912832,-6.5711746,-13.285454,-10.275111,-5.339099,0.9466541,-3.034445,-6.375654,-8.305276
03,1961.8562,0.0037116988,-614.2468,61.17363,-40.498077,15.648338,1.4935441,-23.826864,-16.221947,-13.577771,-4.095544,0.41511557,-13.927419,-3.7257185,-2.6977553
03,2056.9604,0.005464554,-573.9299,41.64295,-50.23238,7.4082456,-2.8475814,-24.291725,-15.487392,-16.604847,-10.643719,5.517235,-17.061314,-3.2783089,-5.373378
03,1921.1852,0.0037101456,-646.7023,44.627396,-31.921171,7.44985,-4.3590536,-18.03013,-13.933757,-16.59844,-6.404255,0.652388,-14.55373,-2.6133535,-5.1299872
03,1954.2198,0.0044779554,-614.3838,41.683403,-29.96724,7.4777093,0.2026572,-19.117033,-10.926555,-15.603345,-6.837148,3.4588442,-11.01752,-3.9077258,-2.4843006
03,2024.2921,0.02803253,-427.75732,15.810411,-52.225025,-4.7078924,-3.9109013,-18.926865,-24.123535,-9.719073,-15.20092,11.464633,0.27211878,14.480455,18.660755
03,2027.7463,0.025015624,-459.32068,13.444443,-49.441086,-5.799372,-7.7323895,-18.312616,-18.151405,-11.156027,-17.534197,2.9471269,-10.917784,4.1851597,15.275693
03,2057.8535,0.025422595,-455.86865,9.776974,-50.191086,-5.8436046,-7.6837363,-23.714895,-17.726625,-14.577716,-12.85008,3.2743855,-10.852059,6.953041,15.088048
03,1880.1827,0.029425936,-441.9271,20.75512,-47.170673,-3.9952812,-4.2969365,-25.527172,-18.921125,-12.233521,-10.756468,3.7313976,-11.2838745,4.7141366,13.839011
05,1971.4126,0.0037331427,-620.1191,40.45414,-18.601866,7.9257417,-3.8432543,-11.31084,-9.179121,-10.090404,-5.7088704,-0.40437877,-7.405224,-3.9531586,-3.351888
05,1843.6545,0.004153599,-613.15173,53.818966,-9.018339,14.973305,-1.4467221,-9.699908,-7.2909064,-9.399538,-5.912835,2.2141197,-3.7553651,-1.4445121,-4.1356792
05,1926.183,0.006121051,-578.7339,40.61901,-20.754139,3.0516405,-8.271965,-19.116573,-9.644247,-15.119929,-8.276416,0.9033614,-7.9347105,-3.8601081,-6.731193
05,1939.8999,0.007601989,-541.3498,32.225895,-14.752879,2.2268877,-6.732496,-14.901286,-8.139105,-9.951651,-9.554412,0.8980768,-6.519436,-3.8885071,-4.9986386
05,1897.351,0.068745725,-351.48755,23.282288,-43.67876,-9.904856,-13.166671,-19.746656,-8.774983,-12.824528,-8.449242,4.6925006,-1.1871105,10.387511,10.245672
05,1911.5609,0.06307574,-364.66458,21.625107,-41.659554,-7.072665,-12.074265,-18.580112,-9.20385,-10.314624,-8.039838,1.8346353,-1.525287,9.23331,9.73805
05,1845.5361,0.055855315,-370.0635,20.48599,-34.419662,-11.536446,-12.79721,-21.496017,-6.08782,-12.96151,-10.379996,1.702961,-9.984506,-1.2272644,1.643795
05,1886.1123,0.053198796,-379.7553,19.31459,-36.088303,-6.2428174,-11.7538805,-18.160234,-3.8496966,-13.729938,-11.142834,0.019437168,-10.446548,-0.60339725,7.2613387
01,1759.3978,0.0026655176,-650.27673,71.56552,6.6284614,17.708052,10.26493,-2.4720685,-5.9334826,-7.738141,2.2934804,-4.2967253,-3.3096173,-1.1172874,2.49902
01,1605.6696,0.0028401534,-647.45294,74.718925,7.604442,18.76212,10.770361,-2.1660209,-5.998836,-8.206124,3.7424395,-3.1040277,-2.5165563,1.2952242,4.528597
01,1650.5278,0.003121129,-648.194,64.6553,7.708081,12.35713,10.693769,-2.3673685,-8.878728,-11.402903,-1.4164181,-5.5561256,-5.274902,-2.9594555,0.70402133
01,1582.84,0.0025112806,-647.5503,72.78343,12.891841,16.450842,8.96496,-0.87523663,-6.944928,-7.296275,4.673297,-5.8999705,-1.507709,1.156807,2.081265
02,1334.8927,0.0017902569,-692.48737,77.656525,7.499141,12.848807,14.525522,-2.3226483,-4.504285,-6.7670045,3.3824644,-2.1162531,-2.821018,2.5469751,2.905529
02,1654.8555,0.0015738851,-702.64557,81.39135,2.5189905,11.2551565,12.166301,-2.3540666,-4.8724027,-7.655569,3.1762347,-2.2764611,-2.903984,0.92352855,3.479626
02,1469.981,0.0018824185,-684.672,83.23516,14.276167,18.36835,17.425262,8.392051,-0.6316308,-4.602574,3.8891275,1.9737543,0.68169546,2.8391807,6.664458
02,1470.5095,0.0019520461,-683.99646,79.22825,2.3684003,13.047001,12.349645,1.4710783,-4.0628667,-10.716002,0.18872678,-1.5904207,-4.9322557,0.006930208,3.6491437
02,1911.7834,0.0017933141,-627.77454,65.62896,2.1947322,22.399145,17.403778,-4.0059237,-13.416572,-7.9359407,7.1460385,-4.2180753,1.5943266,0.627098,2.6225643
02,1931.1675,0.0018901868,-651.6989,65.71329,1.6688061,20.023048,8.239936,-1.4996046,-7.5002813,-16.107794,-0.74690247,-3.2699895,-4.3951316,-1.153897,1.9217899
02,1735.0463,0.0024184184,-638.9017,69.73913,9.074792,18.022196,12.298825,-0.9523771,-8.34136,-10.686603,-1.7231399,-4.183672,-2.9586036,-2.3932557,0.9252694
02,1557.3269,0.0019613374,-665.0966,89.0828,6.313965,16.856203,12.340229,-3.6007314,-8.971121,-12.714769,4.297904,-0.8495335,0.8511945,-0.6251604,6.2979646
03,1549.5325,0.0020154165,-651.31946,73.87559,-4.27523,21.810318,12.825294,1.961018,-2.8536716,-7.2183022,2.1406214,4.1174436,-0.9834157,3.0579414,5.5896335
03,1578.4137,0.0034976467,-636.4077,77.046036,-5.4932623,14.967543,8.586666,-6.111677,-7.806065,-8.928538,1.56423,-1.0575176,-5.099205,1.8876498,2.319913
03,1615.596,0.0041147526,-613.04474,72.07157,-8.338318,14.75273,7.88534,-2.3400493,-10.324596,-10.825144,-0.21125244,0.86042506,-6.8369937,1.2841064,4.6142144
03,1615.596,0.0041147526,-613.04474,72.07157,-8.338318,14.75273,7.88534,-2.3400493,-10.324596,-10.825144,-0.21125244,0.86042506,-6.8369937,1.2841064,4.6142144
03,1538.7732,0.016094614,-480.7328,64.912476,-11.367148,7.572599,7.9090395,-13.907801,-13.029341,-8.926921,-9.962191,1.3678827,-4.4543056,0.08726958,5.7695665
03,1955.9354,0.018284552,-434.43942,48.289837,-12.470585,13.043017,3.930115,-12.64649,-14.257563,-6.722171,-7.4910502,-0.9383266,-5.87043,-2.0011516,0.96576333
03,1629.7423,0.014423887,-489.06802,64.012665,-18.394394,9.183151,7.069768,-17.78734,-10.4369755,-11.667599,-11.177217,2.5710356,-9.503173,-1.5959684,0.8247962
03,1483.9111,0.022470659,-451.84018,48.623047,-11.483981,5.8618364,8.803366,-10.313655,-16.78572,-3.5848477,-7.820215,0.055020344,-4.1835027,-3.263661,2.868708
05,1970.9114,0.013185108,-514.1966,49.502403,-8.296546,14.323765,6.6898756,-7.830781,0.6107284,-10.374091,-4.7427053,4.1673,-1.034256,-3.3966594,7.7951665
05,1677.147,0.029369446,-428.15683,39.477787,-10.19383,10.718497,4.5054984,-13.663072,-1.5924317,-6.125702,-4.6416187,1.7590125,-2.4308288,-2.5606956,3.2542703
05,1565.5283,0.004433747,-588.7124,56.840233,5.946857,16.410358,7.3068676,-4.1812663,-1.9918602,-9.588318,-5.645373,0.2769499,-4.4116163,-2.3489387,5.057839
05,1802.822,0.010764812,-508.83832,48.361454,-1.220239,13.228263,0.6911695,-10.207876,-4.5368576,-10.628401,-4.033492,-0.9029383,-4.7465677,-0.3272465,0.7372255
05,1733.4707,0.023507904,-430.61908,43.367046,-4.6606236,14.156897,9.494504,-10.049196,-4.9433503,-1.1130358,-5.437209,4.275728,-0.47791994,1.762009,5.7402782
05,1940.3373,0.045413945,-363.42252,33.200634,-12.125655,11.891399,5.642279,-14.986984,-4.2209444,0.35562503,-6.5518007,2.9054368,-2.4058466,-1.0886549,2.6650193
05,1929.5554,0.06789636,-351.63287,21.150246,-21.423985,2.4456074,-0.37487096,-17.182234,-5.7201266,-9.985716,-13.259282,2.1933956,-5.6408205,-4.104843,-0.0949958
05,1982.4543,0.057899974,-366.46887,27.860258,-17.687838,7.0120325,3.7941737,-14.186117,-4.9503565,-7.084774,-13.993525,3.9273555,-3.4952903,-5.8830853,0.36907294
01,1231.7993,0.0025173004,-688.7475,63.248642,8.932154,21.843252,7.3047504,2.1434164,5.8973794,-9.047279,2.7432451,-1.789254,2.2842977,-3.9707358,0.73977536
01,1170.3988,0.0025854192,-681.00244,67.648506,7.725306,21.931631,6.9586296,0.801942,5.975658,-7.586681,1.3758193,-1.8393391,1.2272732,-2.2131736,0.0073241214
01,914.72797,0.0029486099,-683.53705,63.510326,11.81303,20.220772,6.9143496,2.2967231,3.1121442,-9.120955,-0.986892,-2.9859967,0.16973418,-3.3464363,0.8352178
01,1034.6548,0.0028190713,-674.5231,64.75183,9.010928,20.544432,5.876039,3.8808322,3.6793108,-7.319493,-1.1293484,-0.3363312,2.1020336,-2.0881355,1.9995233
02,1255.2523,0.0017258065,-706.92096,71.82814,13.182999,21.664398,9.262007,3.4476936,5.841771,-7.0406027,-0.3327462,-1.6865029,1.5555145,-5.310212,0.22430527
02,1326.6388,0.0016074169,-720.9213,67.62824,14.390372,22.395424,7.597235,6.725303,3.4290192,-5.2171593,-0.78781873,-0.62235487,0.48414892,-6.6201706,0.8439733
02,1038.8203,0.002005174,-708.5634,66.587616,21.86151,21.603155,9.848386,7.626519,5.3627205,-7.074167,0.47613445,0.004683431,0.5479106,-4.3964753,2.1706548
02,1105.2048,0.0017584484,-722.2658,68.87424,14.269193,23.237642,11.449408,5.6685715,5.6350045,-7.588265,-0.51073444,-1.617894,1.1399064,-5.5263214,1.7526239
02,1528.0292,0.0014346461,-711.2978,67.526596,12.455446,23.878843,8.070922,4.472209,7.304468,-3.9895642,-1.4063425,-1.467055,1.6986401,-6.839279,0.878536
02,1521.9156,0.0015037006,-714.776,67.14338,13.9283285,20.664627,7.367694,5.5779753,7.963109,-4.827139,0.0012976131,-1.5889238,0.011001777,-7.440936,-0.7872523
02,941.86005,0.0015717442,-714.2014,64.01109,17.862206,20.1854,8.561494,8.227396,6.643293,-4.1777973,-2.0274842,-1.258352,-0.14881168,-6.197765,-0.8226932
02,1203.481,0.0016891208,-713.5719,65.5684,14.442064,21.61549,7.007823,6.212831,3.9634786,-6.2608414,1.3804005,-1.9201617,-0.45357364,-7.9428697,-0.95184696
03,1435.0038,0.0036385092,-647.2015,62.15176,-6.9382257,18.696146,7.2755013,0.7033091,1.501264,-7.2489758,2.031841,-2.1586397,0.32893473,-3.0824444,-0.54507583
03,1622.5917,0.003755887,-639.61835,55.00042,-7.7077856,21.59233,6.0045295,-2.4040432,1.7003601,-5.8812747,0.694127,-0.62634116,0.05440434,-3.249483,-0.27127168
03,1016.0199,0.0038104379,-657.29095,58.617462,0.93726623,18.939009,9.581891,-1.2384712,1.5025834,-7.4525104,0.88716483,-1.8683711,-1.3919569,-2.4920304,-2.0525727
03,1269.0613,0.0046971478,-628.22565,51.617058,-7.357043,14.238406,8.79481,-3.9522145,-2.728626,-9.708152,-0.565301,-2.9481308,-1.814663,-1.7840906,-1.6240796
03,1607.9745,0.010961485,-538.9624,49.61706,-21.386723,8.59884,2.718637,-9.611735,-0.21214463,-11.348081,-1.3408449,-2.9270651,-6.714441,-4.4597893,-1.9994795
03,1788.7279,0.0103235375,-549.22577,46.97469,-20.78857,15.634533,2.782104,-6.6534343,2.9284105,-5.470907,-0.13389245,-2.179159,-4.647935,-2.5290008,-1.9027336
03,1511.2328,0.011449304,-520.5138,42.83813,-21.192091,10.795836,3.5025365,-10.808697,-3.0215652,-12.516263,-3.5439298,-4.850187,-9.035115,-3.6025758,-4.578655
03,1763.3416,0.00913682,-542.6259,49.68072,-22.962772,9.118456,1.5387186,-11.664794,-3.759559,-13.144971,-4.3767323,-2.8395302,-9.663784,-5.5426106,-5.65984
05,1490.433,0.009150641,-564.77216,52.483612,-5.83536,11.021634,-0.6602354,-2.3122365,5.9587913,-7.8534,-1.6240352,-2.5810401,-2.2430701,-3.875007,-1.9347721
05,1523.1527,0.009237258,-539.91254,46.299046,-0.2552052,12.37251,-6.6713943,-3.3484066,7.26141,-4.7181067,-3.3497431,-4.319611,-0.9478496,-2.2409618,-0.9229976
05,1060.7997,0.0071937097,-600.3098,46.620052,8.670778,11.184936,-0.2550653,-0.07118973,7.7700777,-6.232246,-3.7074118,-3.2773309,-1.4970163,-1.7484103,-0.7225971
05,1101.1664,0.008828971,-587.09485,45.588444,8.846893,11.511247,-0.85139424,-2.678215,6.7477274,-6.369322,-5.0921016,-3.7030854,-3.21491,-3.5340846,-2.2852802
05,1604.1068,0.022138312,-471.00104,46.070408,-14.330334,3.5532632,-12.781026,-7.592484,7.5636578,-9.318292,-6.3205376,-2.7234612,-1.6259348,-1.6526995,-2.6557076
05,1760.2653,0.04924931,-378.92734,28.565544,-19.60376,5.2932644,-11.753316,-9.839315,5.232433,-6.434094,-5.0678625,-3.4087472,-3.957411,-3.4845784,-5.2584515
05,1218.921,0.021776376,-491.68784,30.020063,-4.591958,2.378462,-8.495287,-6.713245,5.89489,-11.74456,-4.0407395,-5.0566244,-2.9487903,-2.4691966,-2.8058114
05,1459.6189,0.02352826,-474.42636,34.59176,-7.4438243,6.143703,-8.397313,-8.857314,6.8482065,-11.99603,-5.2887726,-5.953013,-4.036294,-3.0560203,-2.6933258
01,843.64874,0.0013555225,-736.1229,92.022095,21.974056,31.902094,22.148634,9.448863,5.3015532,5.607601,6.9287586,6.625178,-0.13331701,8.49071,6.1544657
01,1553.1011,0.00093496183,-774.4514,77.8684,14.380868,21.008358,13.392019,4.733255,1.3457326,-1.6802934,5.307499,2.4862676,-5.6910257,6.451561,2.3873456
01,1666.445,0.0009951019,-763.7809,66.20733,16.178612,20.421858,13.010476,6.712302,0.08784374,-4.429326,-0.3224287,1.7138629,-5.461928,2.205273,0.13145886
01,1641.6116,0.0010864551,-760.3386,71.225,13.172238,21.122849,11.821007,4.0136743,1.3334681,-3.6378183,0.114130564,1.8248467,-4.953582,3.3389966,0.381341
02,1613.0405,0.00093187974,-760.9573,70.846825,14.50941,19.895676,16.550035,6.3764596,-3.302317,-2.0840952,3.549229,2.0649688,-3.8670187,4.1734357,-0.58105046
02,1829.5156,0.0010878167,-712.0099,64.448746,1.3877724,29.2869,15.122463,0.72001946,-7.4595633,-4.7686954,5.138052,4.0435095,-7.1305933,5.2754307,-0.08575005
02,1749.9738,0.0017461091,-675.9515,65.246086,8.900714,21.83042,8.19355,-2.1621356,-3.3512766,-2.533796,-0.09904032,2.4159477,-5.1049123,6.0223637,-1.7098132
02,1319.8828,0.0011036316,-747.0397,70.07149,17.612688,23.138098,15.820027,10.269398,-0.18146485,-2.9023497,1.5764816,6.6675076,-3.095666,5.386707,1.2208666
02,1717.4078,0.0005224014,-801.6312,63.451565,21.316479,22.81147,15.832623,10.119567,-1.6117532,-3.0529974,7.5037875,5.7644854,-0.6809123,8.796833,1.6959833
02,959.7826,0.00070767134,-776.4269,79.11584,25.654531,33.561005,21.067644,13.567872,-1.3866152,-1.5140516,5.8736806,2.8306344,-2.207593,9.07149,-0.7878889
02,1391.2792,0.0014119701,-701.3726,82.08717,15.824508,30.367754,17.616703,5.122884,-2.780741,-4.3114223,2.8930058,5.287319,-3.2375314,6.9594955,-1.6369033
02,1434.665,0.0012810241,-752.4509,72.9066,16.223255,20.750113,12.443535,9.436656,-2.264605,-3.6084325,-0.19588971,2.7514043,-7.464744,4.627349,0.52804655
03,1464.8822,0.0017445909,-698.05286,96.59705,11.39573,18.545223,20.758558,4.826262,-4.2671103,-5.396046,-10.63376,-1.4014151,-2.1504574,-0.1832153,1.5968088
03,1246.1394,0.00282741,-664.61725,76.90651,1.4158585,15.875766,19.00173,0.3634811,-4.146672,-4.0842724,-2.4926202,3.297564,-2.0252254,-1.6971815,-1.031485
03,1525.2748,0.002011904,-706.23627,68.20473,5.6514688,14.952039,16.743828,4.5724545,-4.6448784,-4.602479,-3.4521925,3.1945794,-6.3470793,0.5039461,-0.49199453
03,1598.5552,0.0033358042,-650.55597,66.44662,-4.6175394,14.589341,13.41149,0.891039,-4.8582187,-11.16537,-7.9815836,3.4555347,-4.8051286,-5.022705,1.3854227
03,1581.2643,0.019469995,-480.8839,56.858196,-17.446121,2.6336076,7.5450373,-12.68466,-15.042939,-7.8162856,-14.532588,-1.800478,-1.3633718,-4.4582915,-5.008393
03,1383.4805,0.015514525,-476.48523,79.28908,-18.318945,4.386623,9.305143,-16.612247,-17.430653,-7.1063957,-18.555967,-4.85078,-2.107836,-6.917913,-5.0306387
03,1542.7067,0.022069113,-464.53906,38.816086,-14.36377,5.421508,7.988402,-6.833977,-10.916377,-5.782842,-14.626412,-0.10943807,-6.377495,-3.1681564,-2.2379425
03,1418.3236,0.015001673,-506.02274,60.682137,-8.945006,6.156165,10.142999,-4.160777,-9.935585,-10.763996,-15.684212,-1.4575971,-4.25217,-3.8683255,-0.5577049
05,1796.3032,0.0013485325,-712.1885,71.85685,1.3965434,20.188616,20.661777,2.7026236,-2.961693,-3.5783122,-5.2202086,2.1864853,1.0061121,-3.0759606,2.5493505
05,1696.366,0.0020409932,-674.9629,68.09888,0.98026025,18.68076,20.181646,5.3376956,-2.0390623,-4.205721,-2.8189063,3.002151,-0.21518326,-1.3703893,3.6611502
05,1354.8551,0.005895908,-585.8362,58.271313,-8.782108,12.954035,17.98696,-1.5246344,-1.3434945,-6.402169,-11.695983,0.6267042,0.7813692,-4.7499857,1.6323026
05,1750.5171,0.0039464952,-639.24457,64.3349,-2.1492949,16.705063,20.11579,0.5266854,-1.4200555,-5.7207727,-7.8322268,1.9592952,-1.3867819,-5.6571813,2.5884087
05,1716.1364,0.058651034,-361.3976,48.58411,-17.521996,4.2073803,3.4910014,-9.708623,-7.4286156,-3.2914815,-5.628345,-0.2818791,0.7157562,-0.46756253,0.17258333
05,1749.4551,0.046066865,-372.04776,50.743774,-19.757572,3.0540445,2.2442718,-10.231513,-6.5682096,-6.5028667,-6.7709947,-1.625316,0.38355812,-0.20298345,-2.0468285
05,1503.6636,0.06258021,-348.84225,44.645103,-16.036463,1.0627897,-0.51327604,-11.053702,-10.632243,-5.5894265,-3.8838978,-4.8841014,0.8322528,0.19775333,-0.3167307
05,1565.4907,0.058044855,-349.67084,42.818676,-17.762693,-1.4405055,-2.0704548,-8.561678,-5.427125,-7.331299,-1.5551319,-3.2604346,1.9374985,0.18694988,-1.5727239
01,1413.7886,0.009632007,-571.1634,51.561947,0.61866313,4.7337565,5.04477,-3.5404568,-6.7442784,-7.723666,-3.9377513,-1.3471259,-6.1218033,-3.3092377,-0.045675565
01,1788.0074,0.007805806,-549.5522,56.109127,2.035172,9.34057,-0.39742896,-8.137466,-9.939144,-12.575839,-4.9851933,-0.5168187,-4.8387814,-3.720804,0.9802633
01,1506.6412,0.011769933,-541.2133,51.384304,-1.9913619,3.9068873,4.1300607,-7.718715,-11.512617,-16.831387,-5.4902344,0.85395473,-6.8502645,-4.9116507,-0.76192504
01,1716.8232,0.007952546,-598.68207,51.607494,10.78066,13.437082,5.478275,0.050054636,-4.452173,-8.553011,-3.2690914,0.26123118,-4.6167455,-3.6933422,0.20232819
02,2004.1016,0.008138942,-531.4193,56.910778,-8.852538,16.15716,-2.426144,-10.458886,-7.0494075,-18.909319,-8.690505,-5.5530424,5.682971,-6.208215,-2.1878786
02,1777.066,0.0074704303,-571.64465,56.44579,-3.274442,10.994718,3.7471025,-3.8728797,-5.056264,-10.736638,-0.27609655,-1.4811949,-4.3393474,-3.4968355,0.39435202
02,2053.4226,0.010314531,-535.1071,44.800957,-3.9235644,12.0231495,-2.0299807,-9.381452,-3.6486378,-20.147907,-6.215314,-3.0127401,-4.4758754,-6.548595,-1.0730411
02,1952.5776,0.011020554,-540.318,51.24066,-0.4594287,9.355515,0.64606076,-13.385454,-6.1053705,-16.446203,-4.8880715,-1.4344687,-6.1798043,-5.4892526,-0.66868216
02,1672.018,0.008204983,-555.4984,56.801594,-7.1374335,6.357951,6.6385746,-7.579775,-12.635562,-19.507149,-4.557365,0.084419206,-2.4231443,-3.8119059,1.4489955
02,1428.7205,0.010513508,-557.5518,58.500435,-3.0272665,1.1773467,3.2105725,-5.0002337,-10.85074,-18.220446,-7.035011,0.7429851,0.4514235,-2.9718597,-3.1252413
02,1754.9097,0.009557867,-566.224,55.894608,-1.0943718,10.9949665,3.1297884,-7.5358334,-4.542888,-15.795643,-4.497348,-2.002702,-4.680026,-6.214732,-1.8966688
02,1087.8871,0.00620149,-609.2033,61.215645,6.6242924,10.804807,6.608743,0.38005286,-2.9307177,-8.918729,-2.2762835,-1.6324357,-3.5793574,-5.6018476,-3.4323044
03,1380.3457,0.015759176,-504.37604,46.859726,-13.033639,3.9919806,3.5750587,-8.070893,-4.563449,-14.073465,-6.542047,-1.6981947,-5.562583,-4.4768972,-2.784255
03,1537.9498,0.017508795,-499.60046,46.04002,-10.466601,4.0297976,2.135575,-9.660832,-8.2017355,-15.407224,-8.206768,-0.03969574,-8.581496,-6.846234,-1.5078918
03,1892.8682,0.015905913,-508.07986,41.09106,-21.13447,5.562583,-0.4568981,-10.349302,-13.767449,-19.092196,-4.632901,-0.7602446,-11.571668,-5.304501,-0.37871033
03,1846.8834,0.017570125,-510.3927,52.358643,-11.021527,5.8815145,-3.4479122,-13.537928,-9.505345,-19.779882,-8.268833,0.59834725,-11.007748,-4.7907696,-0.93704224
03,1948.4717,0.06064877,-368.76047,35.37936,-30.61627,-1.8428185,-4.069357,-22.080818,-10.706037,-20.744635,-16.658775,0.9068191,-14.629668,-10.207644,-1.8648671
03,1888.6394,0.055579156,-389.27267,32.408558,-26.381168,-1.0842649,0.14543304,-17.25832,-12.371322,-18.894285,-14.545598,0.38168982,-12.051967,-11.026863,0.36496472
03,1943.6283,0.07128111,-350.38382,22.16815,-24.089972,-1.5148801,-6.0608683,-16.068367,-11.252089,-16.567402,-16.302822,-2.4123833,-12.346528,-11.863239,0.91207355
03,1889.6251,0.06157705,-358.6942,27.176294,-31.601574,-0.72220683,-2.0889225,-18.586979,-10.27269,-18.13579,-17.388933,0.77426624,-14.395025,-8.621026,-1.1814082
05,1908.2198,0.009202345,-518.1155,67.98113,-9.445531,10.802843,-2.082521,-9.911333,-10.250271,-20.9847,-7.006433,-2.3927765,-3.7619312,-4.395107,3.599194
05,1815.5094,0.017996589,-468.5465,59.23374,-19.681047,6.6476974,-5.056707,-9.605193,-6.273335,-16.646643,-6.9043546,-2.1148095,-3.8826556,-6.262873,-1.4412873
05,1368.1201,0.014661116,-501.0539,60.413498,-8.943059,3.0704255,-1.3424335,-4.6550336,-10.38445,-16.751627,-5.925301,-1.0315287,-7.2745175,-0.12950833,0.12321248
05,1712.7334,0.015370474,-505.67227,64.34391,-13.255367,9.259449,-3.5119984,-5.256468,-9.266664,-20.238007,-0.62861174,-3.1473975,-5.6927505,-0.82090306,-2.1784995
05,1697.9525,0.050758965,-354.05734,39.83148,-20.934711,4.3984833,-9.215746,-12.859122,-7.300039,-14.337289,-7.2137437,-4.137095,-8.112433,-5.7007174,-3.774375
05,1497.918,0.05862662,-371.62064,43.29596,-24.856642,-3.555484,-12.670343,-12.135927,-7.685782,-11.729778,-14.028131,-5.0646863,-7.534478,-8.662997,-7.6264777
05,1805.6996,0.05608192,-393.29196,37.42764,-14.803538,-2.0039272,-10.825532,-11.668422,-8.092074,-12.388589,-13.540404,-5.169627,-7.449745,-7.137653,-6.389458
05,1686.5083,0.058275715,-388.14795,33.640766,-20.053806,-0.53915834,-14.654189,-11.592291,-9.56725,-12.972133,-12.25135,-5.456592,-8.447279,-6.151445,-6.8480744
01,1223.0765,0.001795997,-731.38007,62.224876,24.513342,20.070847,12.545768,6.1058836,7.2661133,2.158617,0.5730284,1.0894154,4.2365637,3.2639344,0.08466283
01,1225.0074,0.0025134136,-697.01483,62.102234,21.480148,16.53148,11.172518,6.3433704,7.182734,1.2599962,-1.7513118,0.8246594,3.797888,1.2289524,-1.0981224
01,1283.5516,0.002201467,-699.5246,57.129974,22.601545,20.58691,10.934579,5.699136,5.132369,0.81273377,-1.7865868,1.4359764,2.8407197,-0.62498593,-0.5650418
01,1279.068,0.0022832311,-700.3051,66.63224,28.183119,24.517418,14.919871,8.103115,5.83252,1.9335871,-0.77920085,3.3662438,6.050952,0.73332304,-0.3639219
02,1347.9382,0.0011143247,-736.93475,63.03778,24.437813,23.061947,16.490107,12.701995,9.566386,4.9885306,0.5765097,5.787804,6.686672,2.4989133,-1.5190134
02,1311.1226,0.0013584205,-719.9197,73.983086,24.775673,25.988358,18.660963,13.578579,7.066894,3.031735,-0.30822393,3.8610485,5.261758,1.5440164,-1.3613733
02,1131.8871,0.0019467399,-711.49194,63.99623,24.905293,22.064156,10.548841,10.253173,3.9426012,-1.30106,-0.021961901,3.0548456,5.798048,1.1122925,-1.0079771
02,1281.6125,0.001354358,-722.09454,62.397846,26.075106,22.847424,15.226341,14.4210615,4.2541566,5.8056216,-1.7251266,3.9156992,8.305035,3.5974355,-1.8883479
02,1394.6854,0.0010402643,-727.009,68.78833,22.34004,20.284195,17.88672,10.179355,5.7727427,4.7370477,-0.41483462,4.4391403,8.22121,3.6399367,-2.2498863
02,1612.2312,0.00095082156,-742.09735,54.008442,19.016748,23.997906,15.380698,12.103405,6.085619,6.5094275,0.760611,1.9193796,7.017051,0.9588694,-1.4923267
02,1171.2908,0.001278899,-723.7124,61.02586,25.22661,22.5432,16.86244,10.877298,6.4256163,5.348231,-0.09337827,4.37246,7.8520117,3.107879,-0.4814422
02,1267.636,0.0014747211,-721.7652,64.2868,22.369204,21.98796,14.870974,10.207191,5.918316,3.3743844,0.06803536,3.2395353,10.096145,3.5505106,0.36444238
03,1318.6663,0.003426972,-671.8112,58.46776,12.806989,13.267467,9.862154,5.294547,1.0133107,-3.1176858,-1.8420784,-2.716324,3.9369771,1.4677899,-1.7729574
03,1155.1896,0.0035756142,-666.72864,61.362637,16.287016,11.9945,10.763568,6.989389,1.1845115,1.0446215,-2.3440359,0.49650314,4.65109,0.38956422,-0.17692459
03,979.28687,0.0036604726,-661.9023,53.021255,16.841034,11.955747,10.210272,7.215354,-0.80825293,-0.16143271,-3.784371,-0.13106793,3.7155209,0.60688794,1.7692597
03,736.3752,0.0042106947,-652.7094,52.740593,17.85147,13.533674,9.304794,3.6277058,2.1977963,-0.64911443,-1.7615516,-3.2369573,3.258072,-0.36332244,-1.8497001
03,1231.6941,0.015930481,-491.04224,50.914917,5.562173,6.088568,1.0633912,1.338258,-0.37724707,-1.0818413,-7.938244,-5.4641323,2.500446,-1.2941054,-0.5745526
